학수번호,교과목이름,학점,이수구분,학년,학기,설강학과,교과목개요,교육과정학과코드
ANT2032,양적조사방법2,,전공핵심,2,,문화인류학과,"양적조사방법 2는 양적조사방법 1에서 학습한 통계학 지식을 활용하여 실제적인 문제해결과 논문작성에 도움을 주기위해 계획하였다.
수업의 진행은 전반부는 강의를 통해 양적조사방법1의 내용의 리뷰 및 보충을 하고 후반부는 학생 스스로가 문제를 해결하는 PBL(proble based learning) 방식으로 진행할 것이다.
수업의 진행은 수강인원에 따라 팀을 구성하여 진행되며, 팀별로 문제상황을 만들고 통계학을 활용하여 해법을 찾아가는 과정으로 진행될 것이다.따라서 성적은 전반부 강의에 대한 중간고사와 팀별 과제, 성찰일기(양식은 첨부파일 참조), 발표, 토론에 대한 평가를 통해 이루어진다.",
ANT3023,박물관학개론및실습,,전공심화,3,,문화인류학과,"최근 한국에서 질적 양적 발전을 거듭하고 있는 대표적인 문화시설인 박물관은 전통적인 유물의 수장, 전시, 연구 뿐 아니라 교육, 체험 등 다양한 역할을 하고 있다.
박물관은 시대적 변화속에서 그 정의를 비롯하여 형태, 기능이 끊임없이 변화하고 있는데, 이는 박물관에 요구되는 새로운 사회적 기능과 역할 또한 새롭게 부여되고 있음을 의미하는 것이다.
본 수업은 박물관의 개념과 특성에 대한 이해를 바탕으로 현장 실습을 통해 현재 사회 속에서 박물관이 가지고 현실과 문제, 그리고 미래전략들을 확인하고 토론하며 그 해결방안을 학생들이 스스로 모색하기 위한 기회를 제공하는 과목이다.
PBL 강의를 통해 학생들은 1)박물관의 이해(개념, 역사, 전시, 수집, 교육, 건축, 소통, 보존 등) 를 바탕으로 2) 현재 박물관을 둘러싼 다양한 현실문제를 도출하고 이에 대한 해결방안을 제시하게 될 것이다. 그리고 문제해결 과정은 3) 조별활동 형태로 현장연구를 통해 그 해결방안을 직접 제시하는 방식으로 진행된다.",
ANT3026,한국선사고고학,,전공핵심,3,,문화인류학과,"한국의 구석기시대부터 초기 철기시대까지의 고고학 연구결과를 물질문화사적 관점에서 정리하고 한국고고학의 방법론적인 문제점들을 지적해 보는 개론 강의이다. 한국 문화의 기원과 형성과정에 대한 고고학적인 이론들을 소개하고 유적과 유물을 통하여 그 타당성을 검토할 수 있도록 강의가 구성된다. 한민족의 기원과 형성, 신석기문화와 청동기문화의 형성과 발달과정 등 각 시대의 물질문화에 대하여 상론하게 될 것이다. 그리고 인접 지역 문화와의 관계가 기초적으로 다루어질 것이다. 이 강의를 통하여 한국문화의 기원과 물질문화적인 특징에 대하여 초보적인 식견을 가질 수 있도록 할 것이다.",
ANT3028,고고학현지조사및실습,,전공핵심,2,,문화인류학과,고고학은 물증 증거를 토대로 과거 인류의 생활과 역사를 복원하고자 하는 학문으로 타학문에 비해 다양한 연구법을 요구한다. 본 수업에서는 고고학연구의 기초라고 할 수 있는 현지조사 및 분석 테크닉을 익히고 이를 응용함으로써 고고학 현지조사 보고서를 작성할 수 있도록 훈련한다. 아울러 유물 제작실습을 통해 고고학자료를 이해하는 것을 목표로 한다.,
ANT3038,의료인류학,,전공심화,3,,문화인류학과,"의료인류학은 다학문적 성격과 응용적 성격이 강한 분야로서, 인간의 건강과 질병, 건강관리 시스템, 그리고 문화생태적 적응에 대해 공부한다. 여기서는 인간을 다차원적이고 생태학적인 관점과 동시에 사회문화적인 관점을 적용하여 다룬다. 응용 인류학 분야에서 가장 발달한 분야의 하나로서, 문화와 사회가 건강 및 보건에 관련된 이슈들을 어떻게 인식하고 조직하며 정치, 경제, 문화적으로 반응하고 실천하는 공부한다.",
ANT3042,문화・기억・역사,,전공심화,3,,문화인류학과,"이 수업은 문화유산, 대중 역사 등등 다양한 공공 영역에서 개인적 서술이 사적인 기억을 소환하여 하나의 공공 기억들로 변화하는 과정, 즉 과거에 대한 재현으로 정의되는 공공역사를 주제로 다루고 있다. 구체적으로 이 수업은 구술사 연구 방법론을 기본으로 하고 다양한 미디어를 매개로 하여 문화다양성과 관련된 사적인 기억을 수집 후 이를 공공 기억으로 재현하여 공공역사화 하는데 목적을 두고 있다. 이 과정에서 학생들은 구술사의 개론이라고 할 수 있는 연구방법, 실천, 인터뷰 현장, 아카이빙에 대해 IC-PBL 문제해결형 실습을 통하여 살펴본다.",
ANT4019,문화재관리학개론및실습,,전공심화,4,,문화인류학과,"현대사회에서 문화유산의 관리는 단순히 문화유산을 보호, 보존하는 것이 아니라 문화유산의 가치와 특성, 그리고 다양한 이해당사자의 참여를 기반으로한 마래지향적인 관리를 의미한다. 이를 위해 문화유산의 가치를 파악하는 조사와 연구, 이를 보호, 보존하기 위한 다양한 제도적 방안, 그리고 가치를 증진 확산 하기 위한 일련의 과정이 필요하다. 문화재관리학 개론과 실습은 문화유산의 합리적인 관리를 위한 이론적 접근과 함께 실제 사례에 대한 학습을 통해 문화유산의 관리를 보다 실질적인 관점에서 이해하고자 한다.
이를 위해 문화유산과 관련된 다양한 이해당사자 집단 중, 관련 전공자가 진출할 수 있는 분야로서 ""문화유산의 관리자""입장에서 이론과 실제를 이해하는 것이 가장 주요한 강의의 가장 주요한 목적이라 할 수 있다. 특히 문화유산이 가진 다양성, 상대성을 기반으로하여 한국의 지정문화유산 뿐 아니라 세계유산에 대한 관리에 대한 이론적, 원칙적 접근과 실제 문화유산의 관리에서 발생할 수 있는 다양한 이슈와 도전에 대한 ""합리적 관리""를 이해하고자 한다.
이 과정에서 문화유산의 관리를 위해 필요한 ""문화유산학"", ""박물관학"", ""대중고고학"", ""보존과학"" 등의 접근을 통해 학제간 연구를 통한 문화유산의 합리적 관리에 대한 이론과 실제를 이해한다.",
ANT4020,한국역사고고학,,전공핵심,3,,문화인류학과,"한국 역사시대 고고학의 연구 성과와 주요 쟁점을 검토해 보는 개론 강의이다. 우선 국가의 기원과 삼국시대의 형성, 남북국시대 그리고 고려~조선시대에 이르기까지 각 시대 물질문화의 특징에 대해 검토한다. 그리고 한국 역사고고학이 성장하는 과정에서 다루어진 주요 쟁점을 살펴봄으로써 그 발전과 한계를 판단한다. 본 강의를 통해서 한국 역사고고학의 기초적인 지식을 습득하는데 주안점을 두고자 한다.",
ANT4035,고고학의이론과역사,,전공핵심,4,,문화인류학과,고고학은 중세 유럽의 고물 애호주의에서 시작되어 여러번의 패러다임 변화를 거치며 현재에 이르고 있다. 본 강의에서는 약 200여년간의 고고학적 해석에 큰 영향을 미친 이론과 패러다임의 변화 양상을 개관하는 것을 목적으로 한다. 또한 세계적인 고고학사의 흐름과 함께 남북한 고고학의 발전 과정을 살펴본다.,
ANT4041,문화유산기획실습,,전공심화,4,,문화인류학과,"본 과목은 최근 문화계의 가장 큰 화두인 문화접근성 향상 혹은 배리어프리(Barrier Free)와 관련하여 박물관 미술관을 비롯한 문화유산 관련기관들이 장애인, 노인, 아동 등 사회적 약자들이 이동, 문화생활 등에서 비장애인과 같은 수주의 문화생활, 또는 이동권을 보장받을 수 있는지를 살펴본다. 특히 수강생들이 실제로 문화접근성을 향상시키기 위한 방안을 직접 설계해 봄으로써, 사회적 약자계층이 다양하고 풍부한 문화생활을 향유하고 공유할 수 있는 방안을 연구하고 이해하도록 한다.",
APA1017,의상디자인설계,,전공기초,1,,주얼리·패션디자인학과,"의상디자인을 위한 기초 개념과 제작 과정에 대해 학습한다. 인체를 이해하고, 제 2의 피부로서 의상을 조형적으로 접근하는 방법론에 대해 연습한다. 본 수업을 통해 학생들은 평면의 의상스케치를 입체인 인체에 맞게 모델링하는 기초 훈련을 한다. 의상디자인에 필요한 기본적인 입체감각을 의상으로 설계하는 능력을 키운다.",
APA2062,테이블웨어디자인1,,전공핵심,2,,산업디자인학과,"일상에서 매일 마주하게 되는 테이블웨어 중 가장 자주 사용하는 ‘잔(cup)’을 주제로 리서치, 문제 해결, 소재 및 조형 연구, 프레젠테이션 등의 디자인 프로세스를 익힌다.",
APA2063,프로덕트디자인1,,전공핵심,2,,산업디자인학과,"프로덕트디자인1은 디자이너가 고안한 아이디어를 시각적으로 공감할 수 있도록 기본적인 표현방법을 익히고 실습하는 수업이다.
따라서 제품디자인에 필요한 프로세스와 응용에 앞서 디자이너의 사고에서 나온 결과물을 시각적으로 표출하고 제안한다.",
APA2071,일러스트레이션과캐릭터디자인1,,전공핵심,2,,커뮤니케이션디자인학과,"다양한 재료와 표현 방법, 또는 일러스트레이션의 효과 등을 연구하여 실습하며 객관성과 폭넓은 시각적 표현에 따른 창의력적 표현(솔루션) 개발한다.
사용자를 설들할 수 있는 자신만의 독특한 작품제작방법을 활용함으로써 캐릭터의 효과적 표현을 연구하며 질적으로 향상되어있는 차별화 캐릭터를 개발한다.",
APA2077,게임프래닝,,전공핵심,2,,영상디자인학과,"게임은 현시대에 가장 강력한 문화콘텐츠로서 자리 잡았으며, 많은 사람에게 강력한 문화적 영향력을 미치고 있다. 또한 게임 이외에 다른 문화콘텐츠들도 사용자와 다양한 방식으로 상호작용하고자 하는 시도들이 이뤄지고 있다. 따라서 현대의 디지털 미디어 환경에서는 인터랙티브 콘텐츠에 대한 기획 및 디자인 방법론에 대한 이화와 개발 능력이 요구되고 있다. 본 수업은 강력한 인터랙티브 매체인 게임에 대한 이해와 좋은 게임을 만들기 위한 방법론에 대한 이론을 습득하고, 이를 적용해 보는 과정을 통해 인터랙티브 콘텐츠에 대한 기획 및 개발 역량을 키우고자 한다.",
APA3001,인더스트리얼디자인1,,전공심화,3,,디자인공학전공,"인더스트리얼 디자인의 프로세스 및 기본 개념, 방법론 등에 관한 이해를 바탕으로 기능 창출력, 구조 해석력, 조형 능력 등 산업디자인의 실기 기초가 되는 요소에 대해 분석적이면서 동시에 창의적인 자세를 기를 수 있도록 다양한 아이디어 발상과 전개법을 경험한다.",
APA3029,웹디자인2,,전공핵심,3,,커뮤니케이션디자인학과,"소비자 리서치와 콘텐츠 이해를 통한 디자인 전략 수립 및 시각화 또한 웹디자인을 위한 기초 코딩(HTML, CSS)과 프로그램(피그마)을 익힘으로써 실제 웹사이트에 적용 및 구현",
APA3068,인터랙티브프로토타입,,전공심화,3,,영상디자인학과,"디지털미디어의 시·공간적 표현과 상호작용적 컴퓨터 기술을 활용한 인터랙티브 미디어의 새로운 프로토타입을 연구한다. 인문/사회학적인 지식을 기반으로 사용성, UX/UI, 메타포, 어포던스등의 개념들을 이해하고 효과적인 지식기반의 인간/컴퓨터 상호작용 체계를 활용하여 인간과 컴퓨터 인터페이스와 인터랙션을 활용하여 효율적인 인터랙티브 프로토타입 제작을 목표로 한다.",
APA3070,3D디지털스튜디오,,전공핵심,3,,영상디자인학과,"영화 VFX, 애니메이션, 게임 컨텐츠 제작 프로세스를 익히고 제작을 돕는 3D 그래픽
저작 도구들에 대해 이해하고 직접 실습을 통해 3D저작 기법을 배우게 됩니다.",
APA3079,리빙웨어디자인1,,전공심화,3,,산업디자인학과,의식주의 주체인 인간에게 있어서 일상의 많은 부분을 지내는 삶의 공간은 매우 중요하다. 이 과정에서 그 공간 속에 놓여지고 사용되는 모든 리빙웨어를 컨설팅하고 디자인하며 그 결과물로 프로토타입을 제작한다.,
APA3081,리빙웨어디자인2,,전공심화,3,,산업디자인학과,"의식주의 주체인 인간에게 있어서 일상의 공간은 삶의 중요한 요소이다.
그 공간 속에서 사용 되고 놓여지는 모든 리빙 웨어 를 컨설팅 하고 디자인하며 실물 모델링을 통해서 소재및 기능 그리고 제작 과정등을 탐구한다.",
APA3099,스테이지미디어프로덕션,,전공핵심,3,,영상디자인학과,"무대 공간을 바탕으로 기획, 구현되는 스테이지 미디어에 대하여 알아보고, 영상디자이너의 관점에서 뮤지컬, 콘서트, 패션쇼와같은 전통적 무대 공연 및 브랜드 런칭 이벤트, 모터쇼, 공공 이벤트 등의 새로운 쇼 비지니스 / 브랜딩의 영역으로 표현의 확장 가능성에 대해서도 알아봅니다. 본 수업에서는, 공간과 무대, 컨텐츠 디자인을 창의적 관점으로 분석하고, 영상, 인터랙티브 미디어를 비롯한 다양한 디지털 컨텐츠를 활용하여 스테이지 프로덕션을 위한 미디어 창작을 실습합니다.",
APA3107,가방디자인1,,전공핵심,2,,주얼리·패션디자인학과,가방 디자인의 기본 지식 학습 및 디자인 실습을 통한 가방산업의 기초 실무과정 등 이해.,
APA3128,로봇인터랙션디자인,,전공심화,3,,산업디자인학과,"디지털 및 변혁적 환경에서 사용자와 상호 작용하는 제품의 사용자 인터페이스(UI) 디자인에 초점을 맞춥니다. 학생들은 모바일 기기, IoT 제품 등 다양한 디지털 제품의 UI 요소를 연구하고, 이를 통해 사용자 경험을 향상시키는 디자인 방법을 학습합니다. 과정은 연구, 정의, 개발, 전달의 네 단계를 포함하여 전체 디자인 프로세스를 다루며, 실제 산업과의 협력을 통해 이론과 실제를 접목시킨 문제 기반 학습을 진행합니다.",
APA3139,크리에이티브디자인탐색,3,전공기초,1,1,융합디자인학부,"크리에이티브디자인탐색은 모든 디자인의 기본 조형요소인 이론적 배경과 형태, 색, 재질 등을 연구하며 사용자 중심의 라이프스타일을 중심으로 디자인 컨셉메이킹과  시장조사및 분석방법을 배우고 이해함을 목표로 하며 향후 전개되는 디자인에 효과적으로 적용 할 수 있도록 한다. 이러한 과정을 통하여  전문적인 디자인 능력을 갖출수 있는 디자인의 기반을 학습한다",
APA3141,스케칭워크샵,3,전공핵심,1,1,융합디자인학부,"본 교과의 주요 목표는 디자인 개념 그리고 디자인 프로세스를 배움으로서 디자인에 대한 이해도를 높이고 생각을 시각적으로 표현하는 방법을 습득함으로써 자신만의 창의적인 표현 방법과 문제해결 능력을 습득할 수 있고 이를 통해 디자이너로 성장할 수 있는 기초를 다지는 기회를 얻게 될 것입니다. 

수업은 15주 동안 진행되며 디지털 툴을 사용하지 않는 2D/3D 표현 기법들에 익숙질 수 있는 기회를 제공합니다..",
APA4010,기구학,,전공핵심,3,,지능형로봇학과,"모든 기계는 입력이 주어지면 운동 및 힘을 전달하는 기구 또는 기구들의 조합에 의하여 사용자가 원하는 출력을 주도록 고안되어 있다. 본 교과목에서는 기구들에 대한 일반적 지식들을 숙지하고, 기구의 운동해석을 위한 위치 및 변위해석방법, 속도해석방법, 그리고 가속도해석방법을 배운다. 또한 실제의 기구들의 운동해석 및 설계에 관한 제반 이론들을 학습한다. 또한 정적 하중으로 인하여 각 링크에 발생하는 정적 하중 해석방법과 운동으로 유발된 동적 하중으로 인하여 각 링크에 발생하는 동적 하중 해석방법을 배운다",
APA4092,정보서비스디자인1,,전공핵심,3,,커뮤니케이션디자인학과,"서비스디자인에 대한 본질적 개념 이해는 물론 핵심이론과 방법론을 습득하고, 비즈니스/공공/의료/복지/사회문제 전반에 걸친 다양한 실무사례를 접한다. 또한 서비스디자인 프로젝트를 진행하여 시스템적, 통합적 접근 안에서 인간 중심의 문제 해결 방안을 수립하는 과정을 경험한다. 나아가 디자이너로서 공감하며, 소통하며, 협력하는 역량을 기르며 사회 속 역할과 의미 있는 성장 방향에 대해 고찰해 보는 기회를 가진다.",
APA4093,정보서비스디자인2,,전공핵심,3,,커뮤니케이션디자인학과,"서비스디자인에 대한 본질적 개념 이해는 물론 핵심이론과 방법론을 습득하고, 비즈니스/공공/의료/복지/사회문제 전반에 걸친 다양한 실무사례를 접한다. 또한 IC-PBL M 유형의 기업 서비스디자인 프로젝트를 진행하여 시스템적, 통합적 접근 안에서 인간 중심의 문제 해결 방안을 수립하는 과정을 경험하고, 나아가 기업의 히트상품을 개발한다. 더불어 디자이너로서 공감하며, 소통하며, 협력하는 역량을 기르며 사회 속 역할과 의미 있는 성장 방향에 대해 고찰해 보는 기회를 가진다.",
APA4104,일상과디자인1,,전공심화,4,,산업디자인학과,"산업디자인의 전반적인 프로세스를 이해하고, 사용자와 사용 공간을 고려한 제품을 디자인한다. 디자인 실무를 경험하고 디자인 도출 과정의 초기 단계인 브레인스토밍부터 기업과 커뮤니케이션을 위한 렌더링 또는 프로토타입까지 전반적인 과정을 학습한다.",
